Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,United Kingdom,GBR,1.04303158026928,1.1030221215043,1.01733870330932,1.19890234124451,1.01884898169222,1.26135345332714,1.1607142875932,0.993460566590286,1.01093831202133,..
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,United Kingdom,GBR,1.94372399099769,1.69979342302797,1.61838004463046,1.49039051688939,1.58581977714726,1.42300518035754,1.5242468769842,1.73384413917118,1.6330924532317,..
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,United Kingdom,GBR,2.90551610527482,2.91251554770393,2.24469651771329,2.16418270269842,1.90107845561005,1.79457386295273,1.68952655810642,1.55161551495597,1.59214449920519,..
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,United Kingdom,GBR,14.8384186236275,15.8605584235143,14.4543729624623,16.0277848191739,16.2002104404834,14.80960106038,15.7001671090108,16.2305299877722,16.7035800718416,..
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,United Kingdom,GBR,680939000000,702840000000,662160000000,694126000000,630003000000,636731000000,641002000000,672267000000,695798000000,634710000000
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,United Kingdom,GBR,679162000000,696084000000,660569000000,689610000000,626420000000,636837000000,643502000000,673660000000,693592000000,..
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,United Kingdom,GBR,3.16229329129133,3.38384409783877,3.84055438311516,2.93450002624672,1.5958197051499,1.45311539122256,1.59365934993209,1.56431217928926,1.47200513731416,..
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,United Kingdom,GBR,2.75405887593829,2.78109190298872,3.20175631796224,2.84248345746146,2.14660726732863,1.53946725441518,2.0537159398106,2.09287753970846,1.93523784934082,..
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,United Kingdom,GBR,74.7395527489759,73.9801623901713,73.5697449076478,74.7341310652398,75.894672899652,76.9127803662476,76.6824280505733,75.9587908654217,75.8587391446268,..
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,United Kingdom,GBR,10.3792301592256,9.9571274451072,10.7987206278224,11.2880322957904,12.9185471051371,12.2572163184614,12.4496366881533,12.3959563883858,11.9423523241329,..
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,United Kingdom,GBR,3.28404664571928,3.85306192241166,3.37577873651352,3.2479043618857,3.12746060263082,3.11467782729333,3.02499972043599,3.53472703010421,4.58514035196484,..
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,United Kingdom,GBR,2.39636799084754,2.29703328319571,2.05129273838161,1.88877010701701,1.58869045624341,1.45517636585186,1.43211731867189,1.39639308226702,1.44147843184466,..
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,United Kingdom,GBR,0.909569186880303,1.21474421765189,1.50605622925084,1.29820244979046,0.811476933367389,0.585166796841264,0.756717352393621,0.888392489237894,0.714600537347605,..
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,United Kingdom,GBR,2.03457926798025,1.92141622074347,2.08129273580807,2.2096521145285,2.26462305481945,2.11280616499984,2.25340736376888,2.23886895154826,2.22971716253936,..
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,United Kingdom,GBR,3.09436070907972,3.39261042288,2.77655964146062,2.39880757950146,1.7987092429999,2.1090607690822,1.807034156071,2.02255901374581,1.75596691022965,..
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,United Kingdom,GBR,22.0981539597327,22.6359935119899,22.589700709237,22.3313689085135,22.5095073951981,21.6341042425299,21.7239125994946,22.476896955289,22.669255718059,..
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Kingdom,GBR,44.7884147366718,43.6986851605995,43.4353553029089,39.3053891003159,37.3656129830234,38.8967949218252,40.6387040217332,40.5522450844229,41.1712745050324,38.3355695893574
Methane emissions (% change from 1990),EN.ATM.METH.ZG,United Kingdom,GBR,-49.0564396981769,-49.8025198947538,..,..,..,..,..,..,..,..
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,United Kingdom,GBR,63080,61440,56720,53780,52150,52050,51630,51210,..,..
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,United Kingdom,GBR,9840,9800,8760,8380,7880,6920,6880,6850,..,..
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Kingdom,GBR,2.28739421092508,2.18544195437133,2.06502466578136,1.94880699671148,1.85961202401681,1.81078016820308,1.76663679134126,1.76602333448551,1.743458811382,..
Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,United Kingdom,GBR,5.29363380630526,5.05120017241779,4.98244539785865,4.80709687687664,4.68755609271602,4.66020413363422,4.59977235830194,4.61423720950891,4.54430769340887,..
Military expenditure (current LCU),MS.MIL.XPND.CN,United Kingdom,GBR,37617250000,37030500000,36372250000,35941750000,35255250000,35663750000,36209500000,37399500000,38093250000,..
Military expenditure (current USD),MS.MIL.XPND.CD,United Kingdom,GBR,60270435686.808,58495656720.591,56861759588.2819,59182858554.2566,53862185493.2918,48118943518.1008,46433303401.2281,49892137484.3498,48650383141.7625,..
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,United Kingdom,GBR,0.000239780912394899,0.000117510791451897,3.1777709823348E-05,0,0,5.9059727640488E-06,4.68345742516056E-05,3.84533720294188E-05,0,..
Mobile cellular subscriptions,IT.CEL.SETS,United Kingdom,GBR,77162298,78329355,78673978,78460684,79250793,78931386,79099000,79472000,80967000,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United Kingdom,GBR,120.5248128,121.3932216,121.0666567,119.9282021,120.3319425,119.0555562,118.5404012,118.3646213,119.8975178,..
Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,United Kingdom,GBR,170.617544000178,160.939677509595,149.636922468568,135.476263585556,130.650262210486,132.142083669221,134.154083829082,134.628806158581,133.527746352558,146.446159374898
"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,United Kingdom,GBR,3.4,3,2.9,3.2,2.9,3,3,3,3.2,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,United Kingdom,GBR,12,11.7,11.6,11.3,11.3,11.3,10.8,10.5,10.3,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,United Kingdom,GBR,9.7,9.7,9.5,9.2,9.3,9.3,8.9,8.7,8.5,..
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,United Kingdom,GBR,14.2,13.7,13.7,13.4,13.4,13.4,12.7,12.4,12.1,..
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,United Kingdom,GBR,..,..,..,..,..,13.8,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,United Kingdom,GBR,..,..,..,..,..,11,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,United Kingdom,GBR,..,..,..,..,..,17,..,..,..,..
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,United Kingdom,GBR,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,United Kingdom,GBR,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,..
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,United Kingdom,GBR,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,..
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,United Kingdom,GBR,..,..,..,..,..,0.2,..,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,United Kingdom,GBR,55.743,54.362,53.891,53.642,54.081,55.137,53.08,54.575,..,..
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,United Kingdom,GBR,87.285,83.932,85.193,83.909,84.586,85.682,84.624,87.147,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United Kingdom,GBR,4.3,4.1,4,3.9,3.8,3.8,3.8,3.7,3.7,..
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,United Kingdom,GBR,3.8,3.7,3.6,3.5,3.4,3.4,3.4,3.4,3.3,..
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,United Kingdom,GBR,4.7,4.5,4.4,4.3,4.2,4.1,4.1,4.1,4,..
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,United Kingdom,GBR,3,2.9,2.8,2.7,2.7,2.7,2.8,2.8,2.8,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Kingdom,GBR,5,4.8,4.7,4.5,4.5,4.4,4.4,4.3,4.3,..
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,United Kingdom,GBR,4.5,4.3,4.2,4.1,4,4,4,3.9,3.9,..
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,United Kingdom,GBR,5.5,5.3,5.1,5,4.9,4.8,4.8,4.7,4.7,..
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multidimensional poverty headcount ratio, male (% of male population)",SI.POV.MDIM.MA,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,United Kingdom,GBR,0.230048137927832,0.202080911816868,0.177737727029319,0.118265640493178,0.0926858137684672,0.0644110103675305,0.100689942272854,0.13565677535053,0.0995240611163866,..
Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,United Kingdom,GBR,1.04141756633924,1.01491438686272,-1.03053580897089,0.547877411154434,-0.713466736749215,1.09735139709392,1.15484805610325,0.798443546338767,1.04085739523227,..
Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,United Kingdom,GBR,17289000000,17373000000,-18347000000,10207000000,-13696000000,21889000000,23891000000,17101000000,23084000000,..
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,101.0184871,100.2095564,101.5199377,99.5557027,96.79833371,98.58767948,99.62914398,99.38251331,100.2643241,..
"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,United Kingdom,GBR,-1198081085.69889,-934781933.635923,-1904131810.69979,-3101645395.25106,-2692349869.48188,-1749620845.63661,-2036002415.00178,-4243312747.65343,-1399526221.50118,-2359238292.57468
Net domestic credit (current LCU),FM.AST.DOMS.CN,United Kingdom,GBR,3223641343521.33,3238703043276.67,3154043127736,3065589974326.67,3043356000000,3254907000000,3413314000000,3472605000000,3576631000000,4002324000000
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,United Kingdom,GBR,-4581082304.59052,15637976276.9965,10952510898.1866,11561938917.9316,-8257510346.99318,-14230965136.3854,14013457415.6875,-4229929646.25663,-16023075094.4259,-25323242839.0964
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,United Kingdom,GBR,-53776417263.5888,-79885187121.3326,-127414468407.917,-140949892883.706,-158201959649.567,-163700656219.273,-88455094068.3923,-113272614445.347,-104967221484.278,-123103652159.569
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,United Kingdom,GBR,168544414805.4,180497287295.4,136491321205.4,235878415235.4,273221000000,372777000000,404609000000,396481000000,281300000000,217543000000
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,United Kingdom,GBR,8.22237388270032,8.49582595792659,4.15163205147792,5.69552036276817,3.95579173397526,3.92974023317652,2.81521706029273,2.6205159044389,2.90807908965108,..
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,United Kingdom,GBR,136503000000,145429000000,73913000000,106108000000,75937000000,78387000000,58240000000,56126000000,64495000000,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,United Kingdom,GBR,..,..,..,..,..,94.21587,95.00529,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,United Kingdom,GBR,..,..,..,..,..,94.13999,94.86154,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,United Kingdom,GBR,..,..,..,..,..,94.28838,95.14261,..,..,..
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,United Kingdom,GBR,1.74093646262577,1.63263756228933,1.59863082024966,1.73992811625071,1.6661969607859,1.59185887486514,..,..,..,..
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,United Kingdom,GBR,28902000000,27947000000,28461000000,32415000000,31985000000,31753000000,..,..,..,..
Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,United Kingdom,GBR,-7.26173258777417,-7.68841608393651,-5.37802976516792,-5.63357752623714,-4.47406572374731,-2.94263031455167,-2.00086332034164,-1.92021447460818,-1.89044304074287,..
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,United Kingdom,GBR,-120555000000,-131608000000,-95747000000,-104954000000,-85886000000,-58697000000,-41393000000,-41127000000,-41926000000,..
Net migration,SM.POP.NETM,United Kingdom,GBR,..,1300231,..,..,..,..,1303250,..,..,..
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,United Kingdom,GBR,0.135982012995497,0.122996533631454,0.139869092992151,0.138378931531769,0.144929262692319,0.123164425939665,..,..,..,..
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,United Kingdom,GBR,3344000000,3040640000,3547260000,3804220000,3815280000,3175860000,..,..,..,..
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,United Kingdom,GBR,0.562,0.562,0.705,0.702,0.704,0.7,..,..,..,..
"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,United Kingdom,GBR,13923352000,13932021000,17825509000,17990705000,18544860000,20139408000,..,..,..,..
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,United Kingdom,GBR,13832360000,13891440000,17871350000,19305700000,18544860000,18052800000,..,..,..,..
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official aid received (constant 2018 US$),DT.ODA.OATL.KD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official aid received (current US$),DT.ODA.OATL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (constant 2018 US$),DT.ODA.ODAT.KD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,United Kingdom,GBR,10633548492.2584,-28108168428.1075,-56690203159.883,-62567661039.7655,-67525397087.1651,-66835107401.322,-33118989546.1505,-37021901957.4034,-18707646120.302,-48444891470.3608
Net primary income (Net income from abroad) (constant LCU),NY.GSR.NFCY.KN,United Kingdom,GBR,6836726000,-18153644000,-36633917000,-37945916000,-44288000000,-47417364000,-24507052000,-26135677000,-34253337000,..
Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,United Kingdom,GBR,6595000000,-17781000000,-36343000000,-38011000000,-44288000000,-48429000000,-25612000000,-27878000000,-37313000000,..
Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,United Kingdom,GBR,10566525409.5665,-28087962367.6836,-56816069759.3603,-62545905808.8913,-67662219701.3752,-65388531554.7606,-32962566743.1515,-37191412648.9032,-47626820977.1989,..
