Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
BOIS COLOMBES;87381079;Samedi;2019;2019-03-16;J;J4;De 16h à 20h;1952
PEREIRE LEVALLOIS;87381012;JOB;2017;2017-04-25;C;C;De 16h à 20h;4029
ISSY;87393074;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;146
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;De 16h à 20h;124
L'ABBAYE;87113886;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;5
LE STADE;87381095;Dimanche;2019;2019-03-17;J;J4;De 16h à 20h;430
PLACE LOULOU GASTE;87112222;JOB;2017;2017-04-25;C;C;De 16h à 20h;14
LES ARDOINES;87492108;JOB;2017;2017-04-25;C;C;Après 20h;162
CERGY PREFECTURE;87381905;Samedi;2014;2014-05-17;A;A;De 6h à 10h;1486
L'ABBAYE;87113886;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;236
PARIS SAINT-LAZARE;87384008;JOB;2019;2019-03-14;J;J4;De 10h à 16h;5542
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;Samedi;2017;2017-04-22;C;C;De 6h à 10h;235
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;Avant 6h;53
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;A;A;Après 20h;401
PUTEAUX;87382382;Dimanche;2016;2016-03-13;U;U;De 6h à 10h;29
SANNOIS;87276188;Dimanche;2019;2019-03-17;J;J4;De 6h à 10h;388
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;Avant 6h;2
MAROLLES EN HUREPOIX;87545186;Samedi;2017;2017-04-22;C;C;De 6h à 10h;136
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;Après 20h;496
SAINT-CYR;87393223;Samedi;2016;2016-03-12;U;U;De 10h à 16h;506
EPONE MEZIERES;87386763;JOB;2016;2016-11-22;J;J5;Avant 6h;78
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 10h à 16h;1222
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;Avant 6h;19
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;A;A;Après 20h;135
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2016;2016-03-12;U;U;Après 20h;316
EPONE MEZIERES;87386763;Samedi;2016;2016-11-19;J;J5;Après 20h;55
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1340
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;De 16h à 20h;525
NEUVILLE UNIVERSITE;87334482;Samedi;2014;2014-05-17;A;A;De 10h à 16h;803
SEVRES VILLE D'AVRAY;87382341;JOB;2016;2016-03-15;U;U;De 10h à 16h;41
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2016;2016-11-19;J;J5;Avant 6h;15
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;185
MUSEE D'ORSAY;87547307;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;271
POISSY;87386573;JOB;2018;2018-03-27;A;A;Avant 6h;174
SURESNES MONT VALERIEN;87382374;JOB;2016;2016-03-17;U;U;De 10h à 16h;78
LES MUREAUX;87386680;JOB;2016;2016-11-22;J;J5;Après 20h;144
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;De 16h à 20h;4763
MUSEE D'ORSAY;87547307;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1995
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-16;B;B;Après 20h;1486
SURESNES MONT VALERIEN;87382374;Samedi;2016;2016-03-12;U;U;Après 20h;27
MANTES STATION;87381590;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;244
SAINT-QUENTIN EN YVELINES;87393843;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;563
ORLY VILLE;87546200;Samedi;2017;2017-04-22;C;C;De 10h à 16h;813
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-23;B;B;De 6h à 10h;462
SURESNES MONT VALERIEN;87382374;Samedi;2016;2016-03-12;U;U;De 6h à 10h;63
VERNOUILLET VERNEUIL;87386656;JOB;2016;2016-11-22;J;J5;De 10h à 16h;756
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;De 10h à 16h;1132
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;De 16h à 20h;4655
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;JOB;2019;2019-03-21;B;B;De 16h à 20h;0
CONFLANS FIN D'OISE;87381459;Dimanche;2014;2014-05-18;A;A;Avant 6h;36
VERNOUILLET VERNEUIL;87386656;JOB;2016;2016-11-22;J;J5;De 6h à 10h;2957
SERMAISE;87545517;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;34
PETIT JOUY LES LOGES;87393504;Dimanche;2017;2017-04-23;C;C;Après 20h;4
AULNAY SOUS BOIS;87271411;Dimanche;2019;2019-03-24;B;B;Après 20h;1606
CONFLANS FIN D'OISE;87381459;JOB;2018;2018-03-27;A;A;De 10h à 16h;1318
VERNOUILLET VERNEUIL;87386656;Samedi;2016;2016-11-19;J;J5;Après 20h;184
VERSAILLES CHANTIERS;87393009;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;852
PLACE DU CARROUGE;87441111;JOB;2017;2017-04-25;C;C;De 10h à 16h;10
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 6h à 10h;3038
CONFLANS FIN D'OISE;87381459;JOB;2018;2018-03-27;A;A;De 16h à 20h;682
VILLENNES SUR SEINE;87386649;Samedi;2016;2016-11-19;J;J5;De 16h à 20h;182
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;423
PONT CARDINET;87381111;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;13
LA COURNEUVE AUBERVILLIERS;87271304;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;2103
CONFLANS FIN D'OISE;87381459;Samedi;2014;2014-05-17;A;A;De 16h à 20h;863
ANDRESY;87381491;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;84
VIROFLAY RIVE GAUCHE;87393215;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;907
PONT DE L'ALMA;87393041;Samedi;2017;2017-04-22;C;C;De 6h à 10h;424
LA PLAINE STADE DE FRANCE;87164798;Samedi;2019;2019-03-16;B;B;De 16h à 20h;3707
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;De 16h à 20h;2045
ANDRESY;87381491;JOB;2018;2018-01-23;J;J6;Après 20h;13
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;De 6h à 10h;2196
PONT DE RUNGIS AEROPORT D'ORLY;87546192;JOB;2017;2017-04-25;C;C;Avant 6h;28
LE BLANC MESNIL;87271478;Dimanche;2019;2019-03-17;B;B;Avant 6h;104
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;1375
ASNIERES SUR SEINE;87381137;Samedi;2016;2016-11-19;J;J6;Après 20h;52
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 16h à 20h;2045
PONT DU GARIGLIANO - HOPITAL EUROPEEN GEORGES POMPIDOU;87393322;JOB;2017;2017-04-25;C;C;De 6h à 10h;759
LE BLANC MESNIL;87271478;JOB;2019;2019-03-21;B;B;Après 20h;65
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;De 10h à 16h;3484
CHANTELOUP LES VIGNES;87381475;Dimanche;2016;2016-11-20;J;J6;Avant 6h;13
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;131
PORTE D'ASNIERES;87222222;JOB;2017;2017-04-25;C;C;De 10h à 16h;11
LE BLANC MESNIL;87271478;JOB;2019;2019-03-28;B;B;Avant 6h;284
DRANCY;87271403;Dimanche;2019;2019-03-17;B;B;Après 20h;584
CHANTELOUP LES VIGNES;87381475;JOB;2018;2018-01-23;J;J6;Après 20h;30
BALLANCOURT;87681437;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;49
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;Après 20h;354
LE BLANC MESNIL;87271478;Samedi;2019;2019-03-16;B;B;Avant 6h;106
LA COURNEUVE AUBERVILLIERS;87271304;Samedi;2019;2019-03-16;B;B;Avant 6h;625
CHAUMONT EN VEXIN;87381228;JOB;2018;2018-01-23;J;J6;De 10h à 16h;32
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;Après 20h;3
ROUTE DE MONNERVILLE;87332957;Samedi;2017;2017-04-22;C;C;De 6h à 10h;9
MITRY CLAYE;87271528;JOB;2019;2019-03-28;B;B;De 6h à 10h;777
MITRY CLAYE;87271528;JOB;2019;2019-03-28;B;B;Après 20h;291
CONFLANS SAINTE-HONORINE;87381897;Dimanche;2016;2016-11-20;J;J6;Avant 6h;34
BOISSISE LE ROI;87682518;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;23
RUNGIS LA FRATERNELLE;87546291;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;36
PARIS NORD;87271031;JOB;2019;2019-03-28;B;B;De 10h à 16h;21027
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;Avant 6h;56
CORMEILLES EN PARISIS;87381863;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;1526
BOUSSY SAINT-ANTOINE;87682138;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1379
SAINT-CHERON;87545509;Dimanche;2017;2017-04-23;C;C;Avant 6h;7
SEVRAN BEAUDOTTES;87271445;Samedi;2019;2019-03-16;B;B;De 16h à 20h;3176
PARC DES EXPOSITIONS;87271486;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;335
GARGENVILLE;87381566;JOB;2018;2018-01-23;J;J6;Avant 6h;21
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 16h à 20h;44
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;De 6h à 10h;558
SEVRAN LIVRY;87271429;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;134
PARC DES EXPOSITIONS;87271486;Dimanche;2019;2019-03-24;B;B;De 16h à 20h;89
HERBLAY;87381889;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;773
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;Après 20h;5875
SAINT-CHERON;87545509;Samedi;2017;2017-04-22;C;C;De 10h à 16h;203
AVENUE FOCH;87381038;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;248
PARIS NORD;87271031;JOB;2019;2019-03-21;B;B;Avant 6h;894
HERBLAY;87381889;JOB;2018;2018-01-23;J;J6;De 6h à 10h;395
CHATELET LES HALLES;87758607;Samedi;2019;2019-03-23;D;D;De 16h à 20h;17153
SAINT-CYR;87393223;Samedi;2017;2017-04-22;C;C;De 16h à 20h;176
AVENUE HENRI MARTIN;87381046;JOB;2017;2017-04-25;C;C;De 6h à 10h;377
PARIS NORD;87271031;JOB;2019;2019-03-28;B;B;De 6h à 10h;42862
JUZIERS;87381558;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;113
CORBEIL ESSONNES;87681007;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1232
SAINT-MARTIN D'ETAMPES;87545350;JOB;2017;2017-04-25;C;C;De 10h à 16h;233
AVENUE HENRI MARTIN;87381046;Samedi;2017;2017-04-22;C;C;De 10h à 16h;322
VERT GALANT;87271437;Samedi;2019;2019-03-16;B;B;De 16h à 20h;1545
LA FRETTE MONTIGNY;87381871;JOB;2018;2018-01-30;J;J6;De 16h à 20h;25
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;De 16h à 20h;2875
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;De 10h à 16h;950
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;1357
VILLEPINTE;87271452;Dimanche;2019;2019-03-24;B;B;Après 20h;232
LA FRETTE MONTIGNY;87381871;Samedi;2016;2016-11-19;J;J6;Avant 6h;2
CREIL;87276006;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;122
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;De 10h à 16h;281
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;Avant 6h;1
VILLEPINTE;87271452;JOB;2019;2019-03-21;B;B;De 16h à 20h;84
LIANCOURT SAINT PIERRE;87381210;JOB;2018;2018-01-23;J;J6;De 10h à 16h;6
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;Avant 6h;158
SERMAISE;87545517;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;7
BOURAY;87545178;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;243
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;Avant 6h;126
OSNY;87381145;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;76
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;Après 20h;14
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;De 16h à 20h;33
BRETIGNY;87545194;Samedi;2017;2017-04-22;C;C;De 6h à 10h;978
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;Après 20h;69
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;117
ESSONNES ROBINSON;87681601;JOB;2019;2019-03-26;D;D;Après 20h;16
VILLENEUVE LE ROI;87545277;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
CERNAY;87276063;Samedi;2017;2017-04-22;C;C;De 6h à 10h;237
ABLON;87545269;JOB;2017;2017-04-25;C;C;Après 20h;76
SANTEUIL LE PERCHAY;87381186;Samedi;2016;2016-11-19;J;J6;Après 20h;0
GARGES SARCELLES;87276196;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;9021
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;Après 20h;262
CHAMARANDE;87545152;Samedi;2017;2017-04-22;C;C;De 10h à 16h;55
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;Après 20h;122
THUN LE PARADIS;87381822;JOB;2018;2018-01-23;J;J6;Avant 6h;47
GRIGNY CENTRE;87681379;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;1265
VITRY SUR SEINE;87545293;Samedi;2017;2017-04-22;C;C;De 10h à 16h;2124
CHAMP DE MARS TOUR EIFFEL;87393058;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;2963
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;Avant 6h;56
THUN LE PARADIS;87381822;JOB;2018;2018-01-23;J;J6;De 10h à 16h;103
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 16h à 20h;14804
BOIGNEVILLE;87684407;Samedi;2019;2019-03-23;D;D;Avant 6h;0
CHAMP DE MARS TOUR EIFFEL;87393058;Samedi;2017;2017-04-22;C;C;Après 20h;1819
ATHIS MONS;87545251;Dimanche;2017;2017-04-23;C;C;Après 20h;101
TRIEL SUR SEINE;87381806;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;189
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;De 6h à 10h;34
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;Avant 6h;14
CHAMP DE MARS TOUR EIFFEL;87393058;Samedi;2017;2017-04-22;C;C;De 6h à 10h;900
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;De 16h à 20h;1601
VAUX SUR SEINE;87381814;Samedi;2016;2016-11-19;J;J6;Après 20h;15
LE PLESSIS CHENET;87681627;Samedi;2019;2019-03-23;D;D;De 16h à 20h;11
BRUNOY;87682120;Dimanche;2019;2019-03-24;D;D;Avant 6h;56
CHEMIN D'ANTONY;87546317;JOB;2017;2017-04-25;C;C;Après 20h;16
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;Samedi;2017;2017-04-22;C;C;De 10h à 16h;7585
VAUX SUR SEINE;87381814;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;159
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;386
CHATELET LES HALLES;87758607;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;9850
CHEMIN D'ANTONY;87546317;JOB;2017;2017-04-25;C;C;De 6h à 10h;327
BIEVRES;87393546;JOB;2017;2017-04-25;C;C;Avant 6h;10
AULNAY SOUS BOIS;87271411;Samedi;2019;2019-03-16;K;K;De 6h à 10h;322
LIEUSAINT MOISSY;87682153;Samedi;2019;2019-03-23;D;D;Avant 6h;102
CHATELET LES HALLES;87758607;JOB;2019;2019-03-26;D;D;De 10h à 16h;11724
EPINAY SUR ORGE;87545228;Samedi;2017;2017-04-22;C;C;Après 20h;284
BIEVRES;87393546;JOB;2017;2017-04-25;C;C;De 10h à 16h;137
MITRY CLAYE;87271528;Dimanche;2019;2019-03-17;K;K;De 6h à 10h;29
LOUVRES;87276253;Dimanche;2019;2019-03-24;D;D;Avant 6h;21
CREIL;87276006;Samedi;2019;2019-03-23;D;D;Après 20h;123
ETAMPES;87545137;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;672
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;Avant 6h;16
PARIS NORD;87271031;Dimanche;2019;2019-03-17;K;K;De 16h à 20h;279
MAISONS-ALFORT ALFORTVILLE;87681155;Samedi;2019;2019-03-23;D;D;De 10h à 16h;7000
CRETEIL POMPADOUR;87608802;Samedi;2019;2019-03-23;D;D;De 10h à 16h;4293
ETRECHY;87545145;JOB;2017;2017-04-25;C;C;De 6h à 10h;940
BREUILLET BRUYERES LE CHATEL;87545483;Samedi;2017;2017-04-22;C;C;Après 20h;33
PARIS NORD;87271031;Samedi;2019;2019-03-16;K;K;De 6h à 10h;102
MAISSE;87681486;Dimanche;2019;2019-03-24;D;D;Après 20h;8
EVRY VAL DE SEINE;87681361;Samedi;2019;2019-03-23;D;D;De 16h à 20h;171
ETRECHY;87545145;Samedi;2017;2017-04-22;C;C;Après 20h;39
CHAMARANDE;87545152;JOB;2017;2017-04-25;C;C;Après 20h;5
MAREIL MARLY;87382812;Dimanche;2016;2016-03-13;L;GCO;Après 20h;3
MALESHERBES;87684415;JOB;2019;2019-03-26;D;D;De 10h à 16h;98
GRAND BOURG;87681353;Samedi;2019;2019-03-23;D;D;Avant 6h;7
ETRECHY;87545145;Samedi;2017;2017-04-22;C;C;De 10h à 16h;227
CHAMP DE MARS TOUR EIFFEL;87393058;Samedi;2017;2017-04-22;C;C;Avant 6h;32
NOISY LE ROI;87393876;JOB;2016;2016-03-15;L;GCO;Avant 6h;0
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;Avant 6h;97
GRIGNY CENTRE;87681379;JOB;2019;2019-03-26;D;D;De 16h à 20h;2200
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;668
CHANVAL;87661111;JOB;2017;2017-04-25;C;C;De 6h à 10h;10
SAINT-GERMAIN EN LAYE GRANDE CEINTURE;87382804;Dimanche;2016;2016-03-13;L;GCO;De 10h à 16h;42
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;Après 20h;227
LE MEE;87682179;Samedi;2019;2019-03-23;D;D;De 16h à 20h;782
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;521
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;Après 20h;6
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;JOB;2016;2016-03-15;L;GCO;Après 20h;39
ORANGIS BOIS DE L'EPINE;87681346;Samedi;2019;2019-03-23;D;D;Avant 6h;39
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;Avant 6h;19
GRAVIGNY BALIZY;87393645;Samedi;2017;2017-04-22;C;C;De 16h à 20h;82
CHOISY LE ROI;87545285;Samedi;2017;2017-04-22;C;C;Après 20h;1798
BECON LES BRUYERES;87382002;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;1798
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;Après 20h;9192
LIEUSAINT MOISSY;87682153;JOB;2019;2019-03-26;D;D;Avant 6h;366
INVALIDES;87393033;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;1899
DOMMERVILLE CREDIT AGRICOLE;87332965;JOB;2017;2017-04-25;C;C;De 16h à 20h;1
CLICHY LEVALLOIS;87381129;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;1332
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;16539
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;De 16h à 20h;943
INVALIDES;87393033;JOB;2017;2017-04-25;C;C;De 10h à 16h;4635
DOMMERVILLE CREDIT AGRICOLE;87332965;Samedi;2017;2017-04-22;C;C;De 6h à 10h;2
CLICHY LEVALLOIS;87381129;JOB;2019;2019-03-14;L;L2;Après 20h;724
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;Avant 6h;377
MAISONS-ALFORT ALFORTVILLE;87681155;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;5094
INVALIDES;87393033;Samedi;2017;2017-04-22;C;C;De 10h à 16h;5333
DOURDAN;87545525;Dimanche;2017;2017-04-23;C;C;Avant 6h;16
CLICHY LEVALLOIS;87381129;JOB;2019;2019-03-14;L;L2;De 10h à 16h;1824
PIERREFITTE STAINS;87271163;JOB;2019;2019-03-26;D;D;De 16h à 20h;3560
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2019;2019-03-26;D;D;Avant 6h;308
ISSY;87393074;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;689
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2017;2017-04-25;C;C;De 10h à 16h;1057
COURBEVOIE;87382200;Dimanche;2019;2019-03-17;L;L2;De 6h à 10h;339
PIERREFITTE STAINS;87271163;JOB;2019;2019-03-26;D;D;De 6h à 10h;6083
MAISSE;87681486;Samedi;2019;2019-03-23;D;D;De 16h à 20h;40
ISSY;87393074;JOB;2017;2017-04-25;C;C;De 6h à 10h;2153
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;De 10h à 16h;0
GARCHES MARNES LA COQUETTE;87382259;Dimanche;2019;2019-03-17;L;L2;De 16h à 20h;321
PONTHIERRY PRINGY;87682526;JOB;2019;2019-03-26;D;D;De 16h à 20h;154
MALESHERBES;87684415;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;318
JUVISY;87545244;JOB;2017;2017-04-25;C;C;De 10h à 16h;7622
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;De 16h à 20h;0
GARCHES MARNES LA COQUETTE;87382259;JOB;2019;2019-03-14;L;L2;Après 20h;150
SAINT-DENIS;87271015;JOB;2019;2019-03-26;D;D;De 6h à 10h;9590
MELUN;87682005;Samedi;2019;2019-03-23;D;D;De 6h à 10h;807
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
GENNEVILLIERS;87271205;JOB;2017;2017-04-25;C;C;Après 20h;198
GARCHES MARNES LA COQUETTE;87382259;JOB;2019;2019-03-14;L;L2;De 6h à 10h;1591
SAVIGNY LE TEMPLE NANDY;87682187;JOB;2019;2019-03-26;D;D;Après 20h;287
MENNECY;87681411;Samedi;2019;2019-03-23;D;D;De 6h à 10h;188
LARDY;87545160;JOB;2017;2017-04-25;C;C;Après 20h;12
IGNY;87393561;Samedi;2017;2017-04-22;C;C;Après 20h;44
L'ETANG LA VILLE;87382473;Dimanche;2019;2019-03-17;L;L2;De 6h à 10h;31
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;Après 20h;465
MONTGERON CROSNE;87682104;Samedi;2019;2019-03-23;D;D;De 6h à 10h;683
LARDY;87545160;JOB;2017;2017-04-25;C;C;De 10h à 16h;100
INVALIDES;87393033;Dimanche;2017;2017-04-23;C;C;Après 20h;1046
LA DEFENSE GRANDE ARCHE;87382218;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;2439
SAVIGNY LE TEMPLE NANDY;87682187;Samedi;2019;2019-03-23;D;D;Avant 6h;114
MOULIN GALANT;87681403;Samedi;2019;2019-03-23;D;D;De 10h à 16h;219
LES ARDOINES;87492108;Dimanche;2017;2017-04-23;C;C;Après 20h;173
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;499
LE VAL D'OR;87382366;JOB;2019;2019-03-14;L;L2;Après 20h;157
STADE DE FRANCE SAINT-DENIS;87164780;JOB;2019;2019-03-26;D;D;De 6h à 10h;1137
ORANGIS BOIS DE L'EPINE;87681346;Dimanche;2019;2019-03-24;D;D;Après 20h;132
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;De 6h à 10h;522
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 6h à 10h;466
MONTREUIL;87382879;Samedi;2019;2019-03-16;L;L2;De 16h à 20h;536
SURVILLIERS FOSSES;87276261;JOB;2019;2019-03-26;D;D;Après 20h;120
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;Avant 6h;420
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;Après 20h;137
JOUY EN JOSAS;87393512;Samedi;2017;2017-04-22;C;C;De 6h à 10h;89
PARIS SAINT-LAZARE;87384008;Dimanche;2019;2019-03-17;L;L2;De 10h à 16h;5215
VILLENEUVE SAINT-GEORGES;87681825;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;8557
SAINT-FARGEAU;87682542;JOB;2019;2019-03-26;D;D;De 6h à 10h;118
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;Avant 6h;0
LES ARDOINES;87492108;Dimanche;2017;2017-04-23;C;C;Avant 6h;26
PARIS SAINT-LAZARE;87384008;Dimanche;2019;2019-03-17;L;L2;De 16h à 20h;5896
VILLENEUVE SAINT-GEORGES;87681825;Samedi;2019;2019-03-23;D;D;De 16h à 20h;5957
STADE DE FRANCE SAINT-DENIS;87164780;JOB;2019;2019-03-26;D;D;De 16h à 20h;13285
MONTIGNY BEAUCHAMP;87276089;Dimanche;2017;2017-04-23;C;C;Avant 6h;25
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;De 10h à 16h;231
SURESNES MONT VALERIEN;87382374;Dimanche;2019;2019-03-17;L;L2;De 6h à 10h;157
VOSVES;87682500;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;0
STADE DE FRANCE SAINT-DENIS;87164780;Samedi;2019;2019-03-23;D;D;Après 20h;475
MONTIGNY BEAUCHAMP;87276089;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;418
MAROLLES EN HUREPOIX;87545186;Samedi;2017;2017-04-22;C;C;De 10h à 16h;250
CERGY PREFECTURE;87381905;JOB;2018;2018-03-27;L;L3;De 16h à 20h;2483
YERRES;87682112;JOB;2019;2019-03-26;D;D;De 10h à 16h;1388
STADE DE FRANCE SAINT-DENIS;87164780;Samedi;2019;2019-03-23;D;D;Avant 6h;39
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;Avant 6h;100
MAROLLES EN HUREPOIX;87545186;Samedi;2017;2017-04-22;C;C;De 16h à 20h;137
