TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
SANISETTE;;6  RUE DE PANAMA;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.352751478367211, 48.88762677637511]]}";48.8876267764,2.35275147837;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;68  QUAI DE LA LOIRE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.377159137352045, 48.88659728582067]]}";48.8865972858,2.37715913735;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;130 ter BOULEVARD DE CLICHY;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.328969615964768, 48.884214349237055]]}";48.8842143492,2.32896961596;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;54  BOULEVARD DU TEMPLE;75011;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.36500325622195, 48.86622478521031]]}";48.8662247852,2.36500325622;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;18  AVENUE DE LA PORTE DE VANVES;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.304138725656074, 48.825507784271]]}";48.8255077843,2.30413872566;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN CASQUE D'OR;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-casque-d-or-2713;"{""type"": ""MultiPoint"", ""coordinates"": [[2.401213775616216, 48.85392001443604]]}";48.8539200144,2.40121377562;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;161  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.321116922699177, 48.82434142990772]]}";48.8243414299,2.3211169227;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 7 RUE LA QUINTINIE;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.306332691603664, 48.83923304249819]]}";48.8392330425,2.3063326916;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;96 ter RUE LEMERCIER;75017;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.318866697645444, 48.88942282181049]]}";48.8894228218,2.31886669765;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;PLACE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.359098476818926, 48.88464490930497]]}";48.8846449093,2.35909847682;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;2  RUE DE JOINVILLE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.380702647901921, 48.889477761529356]]}";48.8894777615,2.3807026479;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;157  RUE DE MENILMONTANT;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.39820179219435, 48.87058588945123]]}";48.8705858895,2.39820179219;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DE LA GARE DE CHARONNE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-la-gare-de-charonne-2693;"{""type"": ""MultiPoint"", ""coordinates"": [[2.409416942955489, 48.85201539306615]]}";48.8520153931,2.40941694296;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;BOIS DE VINCENNES - PARC FLORAL DE PARIS - CHATEAU;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""type"": ""MultiPoint"", ""coordinates"": [[2.440768213104734, 48.8399284317324]]}";48.8399284317,2.4407682131;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;37  RUE MIRABEAU;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.2690815555105672, 48.84593889811058]]}";48.8459388981,2.26908155551;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;177  AVENUE DE FLANDRE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.382026907945858, 48.89474105377586]]}";48.8947410538,2.38202690795;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;12  RUE REBEVAL;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.376382294517342, 48.87407067949223]]}";48.8740706795,2.37638229452;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 48  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.371039582240022, 48.86338089367277]]}";48.8633808937,2.37103958224;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE EDOUARD VAILLANT;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-edouard-vaillant-2691;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3999211355178423, 48.86624979612694]]}";48.8662497961,2.39992113552;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE SARAH BERNHARDT;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-sarah-bernhardt-1774;"{""type"": ""MultiPoint"", ""coordinates"": [[2.403701838756763, 48.849620045031294]]}";48.849620045,2.40370183876;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;6  BOULEVARD PASTEUR;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.311014246402828, 48.84473649708047]]}";48.8447364971,2.3110142464;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;3  RUE SORBIER;75020;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.389888644388741, 48.8684257392606]]}";48.8684257393,2.38988864439;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;73  RUE REAUMUR;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.349571365122188, 48.86679354360574]]}";48.8667935436,2.34957136512;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;4  RUE SALOMON DE CAUS;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.354020375521618, 48.8673644300438]]}";48.86736443,2.35402037552;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;36  BOULEVARD DE SEBASTOPOL;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.350030857031587, 48.861537352383735]]}";48.8615373524,2.35003085703;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;17  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.34743316865442, 48.883420611557554]]}";48.8834206116,2.34743316865;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE RENE LE GALL;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-rene-le-gall-1766;"{""type"": ""MultiPoint"", ""coordinates"": [[2.348139168393053, 48.83133948649257]]}";48.8313394865,2.34813916839;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""type"": ""MultiPoint"", ""coordinates"": [[2.269172604439539, 48.84484410447445]]}";48.8448441045,2.26917260444;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 12 RUE BELGRAND;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.400778060955302, 48.864879404082494]]}";48.8648794041,2.40077806096;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;8  PLACE JACQUES BONSERGENT;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.36098426518001, 48.8710936939782]]}";48.871093694,2.36098426518;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 1 BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.376627952756624, 48.8722796194314]]}";48.8722796194,2.37662795276;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;54  BOULEVARD DE PICPUS;75012;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.4018852062099443, 48.84368377089712]]}";48.8436837709,2.40188520621;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;131  AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.324142757336265, 48.83487923125603]]}";48.8348792313,2.32414275734;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE HELOISE ET ABELARD;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-heloise-et-abelard-2498;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3698547770852603, 48.831220695011346]]}";48.831220695,2.36985477709;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 21 AVENUE DU GENERAL SARRAIL;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.255987040827983, 48.845813121421486]]}";48.8458131214,2.25598704083;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;RUE SAINT ANTOINE;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.360419701884549, 48.85530319788792]]}";48.8553031979,2.36041970188;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;21 bis BOULEVARD BOURDON;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.366735495873733, 48.849930706291325]]}";48.8499307063,2.36673549587;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN JEAN-CLAUDE NICOLAS FORESTIER;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-jean-claude-nicolas-forestier-2554;"{""type"": ""MultiPoint"", ""coordinates"": [[2.348072406221041, 48.81884809913537]]}";48.8188480991,2.34807240622;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
URINOIR;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361597962737386, 48.84699411929912]]}";48.8469941193,2.36159796274;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;15  AVENUE DE LA PORTE DE CLIGNANCOURT;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343963695246802, 48.8991942601401]]}";48.8991942601,2.34396369525;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;14  RUE MEYNADIER;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.383450508308367, 48.883501985506584]]}";48.8835019855,2.38345050831;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 96 RUE OBERKAMPF;75011;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.377607009280848, 48.865770227997636]]}";48.865770228,2.37760700928;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;179  AVENUE DAUMESNIL;75012;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.392040374875127, 48.840525428672]]}";48.8405254287,2.39204037488;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DU TEMPLE;75003;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-du-temple-elie-wiesel-2425;"{""type"": ""MultiPoint"", ""coordinates"": [[2.360499747594259, 48.86428649147141]]}";48.8642864915,2.36049974759;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN JAMES JOYCE;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-james-joyce-2560;"{""type"": ""MultiPoint"", ""coordinates"": [[2.373750809302066, 48.836321686226896]]}";48.8363216862,2.3737508093;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 38 AVENUE RAPHAEL;75016;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.266699031575164, 48.85719279757156]]}";48.8571927976,2.26669903158;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 118 BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.330274997441431, 48.8843823956645]]}";48.8843823957,2.33027499744;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;87  RUE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.358915646050675, 48.89763161180878]]}";48.8976316118,2.35891564605;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;29  AVENUE MATHURIN MOREAU;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.373949704867119, 48.87844763612634]]}";48.8784476361,2.37394970487;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;12  AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.415233912585556, 48.85532756366961]]}";48.8553275637,2.41523391259;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 75 bis RUE MONGE;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.35207298397874, 48.84312297015192]]}";48.8431229702,2.35207298398;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;opposé au 8 AVENUE DE LA PORTE DE CHATILLON;75014;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.318181171738439, 48.82384501587049]]}";48.8238450159,2.31818117174;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;83  RUE DESNOUETTES;75015;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.284141147850295, 48.83462852331886]]}";48.8346285233,2.28414114785;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;170  AVENUE DE VERSAILLES;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.2630781408913743, 48.83985538119863]]}";48.8398553812,2.26307814089;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;58  AVENUE DE FLANDRE;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.373749928304556, 48.88818203567653]]}";48.8881820357,2.3737499283;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;20  BOULEVARD SAINT MARTIN;75010;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.356173275732148, 48.868999656313925]]}";48.8689996563,2.35617327573;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""type"": ""MultiPoint"", ""coordinates"": [[2.276196439464743, 48.84174621728004]]}";48.8417462173,2.27619643946;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE ARISTIDE CAVAILLE-COLL;75010;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-aristide-cavaille-coll-2481;"{""type"": ""MultiPoint"", ""coordinates"": [[2.35212188202011, 48.87832751275092]]}";48.8783275128,2.35212188202;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DE LA RUE DU SAHEL;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""type"": ""MultiPoint"", ""coordinates"": [[2.402205294934227, 48.841005858981525]]}";48.841005859,2.40220529493;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;4  RUE FERNAND LEGER;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.389124137262356, 48.863772755076]]}";48.8637727551,2.38912413726;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;27  BOULEVARD POISSONNIERE;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.343654073079795, 48.87129988583528]]}";48.8712998858,2.34365407308;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;117  BOULEVARD VINCENT AURIOL;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.365126312854549, 48.833717304602885]]}";48.8337173046,2.36512631285;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE SAMUEL BECKETT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-joan-miro-2563;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361947469994329, 48.81990547174471]]}";48.8199054717,2.36194746999;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DES EPINETTES;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-epinettes-2631;"{""type"": ""MultiPoint"", ""coordinates"": [[2.326850241067247, 48.894764964434124]]}";48.8947649644,2.32685024107;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;SQUARE DU PASSAGE LEON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-saint-bernard-said-bouziri-2686;"{""type"": ""MultiPoint"", ""coordinates"": [[2.353323649348037, 48.885897360399426]]}";48.8858973604,2.35332364935;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN D'EOLE - TERRAIN DE BASKET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""type"": ""MultiPoint"", ""coordinates"": [[2.36501249488385, 48.88664454218721]]}";48.8866445422,2.36501249488;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.353968199139136, 48.85349716617869]]}";48.8534971662,2.35396819914;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;86  RUE DE LA FEDERATION;75015;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.297988285539683, 48.85284635560979]]}";48.8528463556,2.29798828554;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;PLACE DE L ADJUDANT VINCENOT;75020;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.409358996058923, 48.870690811293336]]}";48.8706908113,2.40935899606;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;151  BOULEVARD VINCENT AURIOL;75013;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.361580551096068, 48.832713522967]]}";48.832713523,2.3615805511;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;3  BOULEVARD DE L HOPITAL;75013;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.364334002626625, 48.84307404437706]]}";48.8430740444,2.36433400263;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING;75017;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-clichy-batignolles-martin-luther-king-2817;"{""type"": ""MultiPoint"", ""coordinates"": [[2.315372554485153, 48.889170022687885]]}";48.8891700227,2.31537255449;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DU PORT DE L'ARSENAL;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-du-port-de-l-arsenal-1783;"{""type"": ""MultiPoint"", ""coordinates"": [[2.367618921882219, 48.84888019194627]]}";48.8488801919,2.36761892188;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
WC PUBLICS PERMANENTS;;Boulevard Arago;75014;24h/24;;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.340827692229535, 48.83468779460271]]}";48.8346877946,2.34082769223;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;11  RUE FRANCIS DE CROISSET;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.34445799806018, 48.899388215542245]]}";48.8993882155,2.34445799806;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;74  BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.333530253543147, 48.88353488261509]]}";48.8835348826,2.33353025354;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 4 PLACE MARTIN NADAUD;75020;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.394717602157618, 48.864949741311236]]}";48.8649497413,2.39471760216;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;Jardin DES HALLES ALLEE BLAISE CENDRARS SUD OUEST;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.344254327997302, 48.862221666357485]]}";48.8622216664,2.344254328;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;BOULEVARD SAINT MICHEL;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.337484628388991, 48.84175443253953]]}";48.8417544325,2.33748462839;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;QUAI BRANLY;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.292315949121437, 48.85806633367225]]}";48.8580663337,2.29231594912;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
TOILETTES;;JARDIN DE LA ZAC D'ALESIA;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""type"": ""MultiPoint"", ""coordinates"": [[2.33822983711128, 48.826190755689666]]}";48.8261907557,2.33822983711;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75007;;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.319567982948122, 48.862608094082965]]}";48.8626080941,2.31956798295;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
LAVATORY;;Place de l'Etoile;75008;;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.296062832904202, 48.87308210718639]]}";48.8730821072,2.2960628329;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;2  PLACE DE BARCELONE;75016;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.273632592942298, 48.84768231148525]]}";48.8476823115,2.27363259294;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;74  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.3271840142740983, 48.89193708249992]]}";48.8919370825,2.32718401427;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;92  RUE CURIAL;75019;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.375661473541838, 48.895834539709824]]}";48.8958345397,2.37566147354;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;face au 34 RUE DU GRENIER SAINT LAZARE;;6 h - 22 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.352717714733575, 48.8630936107319]]}";48.8630936107,2.35271771473;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;186  BOULEVARD SAINT GERMAIN;;24 h / 24;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.330995211131629, 48.854428127216]]}";48.8544281272,2.33099521113;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
SANISETTE;;90  RUE DE TOLBIAC;75013;6 h - 1 h;Oui;;;"{""type"": ""MultiPoint"", ""coordinates"": [[2.364581365240385, 48.82683406786535]]}";48.8268340679,2.36458136524;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
